_LOAD_FAST_3,_COPY
_STORE_ATTR_INSTANCE_VALUE,_LOAD_FAST_3
_LOAD_FAST_5,_GUARD_IS_NOT_NONE_POP
_LOAD_ATTR_INSTANCE_VALUE_0,_STORE_FAST_0
_LOAD_FAST_0,_STORE_FAST_1
_ITER_NEXT_TUPLE,_STORE_FAST_1
_LOAD_CONST_INLINE_BORROW,_STORE_FAST_6
_COMPARE_OP_STR,_EXIT_TRACE
_POP_TOP,_LOAD_CONST_INLINE
_COPY,_GUARD_IS_TRUE_POP
_COMPARE_OP_STR,_COPY
_LOAD_CONST_INLINE_BORROW,_IS_OP
_LOAD_FAST_3,_TO_BOOL_INT
_TO_BOOL_INT,_UNARY_NOT
_LOAD_FAST_4,_STORE_FAST_3
_STORE_FAST_7,_LOAD_FAST_5
_LOAD_FAST_4,_TO_BOOL_LIST
_UNARY_NOT,_SET_IP
_TO_BOOL_LIST,_UNARY_NOT
_STORE_FAST_5,_SET_IP
_STORE_ATTR_INSTANCE_VALUE,_CHECK_FUNCTION
_STORE_FAST_7,_LOAD_CONST_INLINE_WITH_NULL
_STORE_FAST,_LOAD_CONST_INLINE
_LOAD_FAST,_LOAD_FAST_0
_STORE_FAST,_LOAD_FAST_3
_STORE_FAST,_STORE_FAST_7
_LOAD_FAST_2,_IS_OP
_PUSH_NULL,_LOAD_FAST_6
_LOAD_FAST,_UNPACK_SEQUENCE_TWO_TUPLE
_LOAD_ATTR_SLOT_0,_CHECK_FUNCTION
